Entrez ID	Symbol	Name	Gene Family	Type	RNA-Seq Correlation	RNA-Seq Correlation Self-Rank
7170	TPM3	tropomyosin 3	Tropomyosins	inferred	-0.03	0.60
221037	JMJD1C	jumonji domain containing 1C	Lysine demethylases	best inferred	0.67	0.00
285966	TCAF2	TRPM8 channel associated factor 2	Glutamine amidotransferase like class 1 domain containing	not inferred		
107984085	LOC107984085	uncharacterized LOC107984085		not inferred		
80349	WDR61	WD repeat domain 61	WD repeat domain containing, Paf1/RNA polymerase II complex 	landmark		
107984086	LOC107984086	golgin subfamily A member 2-like		not inferred		
7172	TPMT	thiopurine S-methyltransferase	Seven-beta-strand methyltransferase motif containing	best inferred	0.74	0.00
93661	CAPZA3	capping actin protein of muscle Z-line alpha subunit 3		not inferred		
7171	TPM4	tropomyosin 4	Tropomyosins	best inferred	0.84	0.00
100128927	ZBTB42	zinc finger and BTB domain containing 42	Zinc fingers C2H2-type, BTB domain containing	not inferred		
7174	TPP2	tripeptidyl peptidase 2		best inferred	0.72	0.00
54084	TSPEAR	thrombospondin type laminin G domain and EAR repeats	Deafness associated genes	not inferred		
79364	ZXDC	ZXD family zinc finger C	Zinc fingers C2H2-type	best inferred	0.71	0.00
7173	TPO	thyroid peroxidase	Sushi domain containing	best inferred	0.38	0.02
79363	RSG1	REM2 and RAB like small GTPase 1		inferred	0.21	0.13
729756	PRSS44	protease, serine 44		not inferred		
79366	HMGN5	high mobility group nucleosome binding domain 5	Canonical high mobility group	best inferred	0.68	0.00
79365	BHLHE41	basic helix-loop-helix family member e41	Basic helix-loop-helix proteins	best inferred	0.69	0.00
81688	C6orf62	chromosome 6 open reading frame 62		best inferred	0.68	0.00
79368	FCRL2	Fc receptor like 2	CD molecules, Immunoglobulin like domain containing	best inferred	0.52	0.01
81689	ISCA1	iron-sulfur cluster assembly 1		best inferred	0.83	0.00
80352	RNF39	ring finger protein 39	Ring finger proteins	best inferred	0.58	0.00
79369	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	Beta 3-glycosyltransferases	best inferred	0.39	0.02
107984084	LOC107984084	putative HERC2-like protein 3		not inferred		
221044	UCMA	upper zone of growth plate and cartilage matrix associated		not inferred		
93659	CGB5	chorionic gonadotropin beta subunit 5		not inferred		
80351	TNKS2	tankyrase 2	Ankyrin repeat domain containing, Poly(ADP-ribose) polymerases, Sterile alpha motif domain containing	best inferred	0.64	0.00
80350	LPAL2	lipoprotein(a) like 2, pseudogene		inferred	0.17	0.24
102725070	LOC102725070	putative ankyrin repeat domain-containing protein 20A12 pseudogene		not inferred		
7187	TRAF3	TNF receptor associated factor 3	Zinc fingers, TNF receptor associated factors	best inferred	0.83	0.00
7186	TRAF2	TNF receptor associated factor 2	Ring finger proteins, TNF receptor associated factors	best inferred	0.45	0.01
7189	TRAF6	TNF receptor associated factor 6	Ring finger proteins, TNF receptor associated factors	best inferred	0.70	0.00
7188	TRAF5	TNF receptor associated factor 5	Ring finger proteins, TNF receptor associated factors	best inferred	0.83	0.00
91039	DPP9	dipeptidyl peptidase 9	DASH family	not inferred		
285971	ZNF775	zinc finger protein 775	Zinc fingers C2H2-type	not inferred		
342132	ZNF774	zinc finger protein 774	Zinc fingers C2H2-type	not inferred		
285973	ATG9B	autophagy related 9B	Autophagy related	not inferred		
646951	MINDY4B	MINDY family member 4B		not inferred		
92369	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4		not inferred		
54093	SETD4	SET domain containing 4	SET domain containing	best inferred	0.73	0.00
7181	NR2C1	nuclear receptor subfamily 2 group C member 1	Nuclear hormone receptors	best inferred	0.78	0.00
7180	CRISP2	cysteine rich secretory protein 2		best inferred	0.38	0.01
54097	FAM3B	family with sequence similarity 3 member B		not inferred		
7182	NR2C2	nuclear receptor subfamily 2 group C member 2	Nuclear hormone receptors	best inferred	0.60	0.00
7185	TRAF1	TNF receptor associated factor 1	TNF receptor associated factors	best inferred	0.43	0.05
246329	STAC3	SH3 and cysteine rich domain 3		not inferred		
7184	HSP90B1	heat shock protein 90 beta family member 1	Heat shock 90kDa proteins	best inferred	0.90	0.00
728458	OPN1MW2	opsin 1, medium wave sensitive 2	Opsin receptors	not inferred		
246330	PELI3	pellino E3 ubiquitin protein ligase family member 3	Pellino E3 ubiquitin protein ligases	not inferred		
221074	SLC39A12	solute carrier family 39 member 12	Solute carriers	not inferred		
80380	PDCD1LG2	programmed cell death 1 ligand 2	CD molecules, Endogenous ligands, Immunoglobulin like domain containing	best inferred	0.71	0.00
342125	TMC3	transmembrane channel like 3	Transmembrane channel likes	not inferred		
80381	CD276	CD276 molecule	CD molecules, V-set domain containing, C2-set domain containing	not inferred		
344787	ZNF860	zinc finger protein 860	Zinc fingers C2H2-type	not inferred		
646960	PRSS56	protease, serine 56	Proteases, serine	not inferred		
728441	GGT2	gamma-glutamyltransferase 2	Gamma-glutamyltransferases	not inferred		
92359	CRB3	crumbs 3, cell polarity complex component	Crumbs complex	not inferred		
343450	KCNT2	potassium sodium-activated channel subfamily T member 2	Potassium sodium-activated channel subfamily T	not inferred		
646962	HRCT1	histidine rich carboxyl terminus 1		not inferred		
222389	BEND7	BEN domain containing 7	BEN domain containing	not inferred		
285989	ZNF789	zinc finger protein 789	Zinc fingers C2H2-type	not inferred		
728448	PPIEL	peptidylprolyl isomerase E like pseudogene		best inferred	0.52	0.01
221060	C10orf111	chromosome 10 open reading frame 111		not inferred		
221061	FAM171A1	family with sequence similarity 171 member A1		best inferred	0.81	0.00
105373311	LOC105373311	translation initiation factor IF-2-like		not inferred		
105373310	LOC105373310	NACHT, LRR and PYD domains-containing protein 10-like		not inferred		
730755	KRTAP2-3	keratin associated protein 2-3	Keratin associated proteins	not inferred		
105373316	LOC105373316	collagen alpha-4(IV) chain-like		not inferred		
105373314	LOC105373314	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1		not inferred		
105375975	LOC105375975	histone-lysine N-methyltransferase SETMAR-like		not inferred		
91057	CCDC34	coiled-coil domain containing 34		not inferred		
91056	AP5B1	adaptor related protein complex 5 beta 1 subunit		not inferred		
91050	CCDC149	coiled-coil domain containing 149		not inferred		
257044	C1orf101	chromosome 1 open reading frame 101		not inferred		
100996517	LOC100996517	vesicle-trafficking protein SEC22b		not inferred		
729722	LOC729722	ankyrin repeat domain-containing protein ENSP00000383090-like		not inferred		
221092	HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2		inferred	0.31	0.07
284656	EPHA10	EPH receptor A10	Fibronectin type III domain containing, Sterile alpha motif domain containing, EPH receptors	not inferred		
284654	RSPO1	R-spondin 1	Endogenous ligands	not inferred		
221091	LRRN4CL	LRRN4 C-terminal like	Fibronectin type III domain containing	not inferred		
105373347	LOC105373347	periphilin-1-like		not inferred		
115908	CTHRC1	collagen triple helix repeat containing 1		not inferred		
221079	ARL5B	ADP ribosylation factor like GTPase 5B	ARF GTPase family	not inferred		
92370	PXYLP1	2-phosphoxylose phosphatase 1	Acid phosphatases	not inferred		
221078	NSUN6	NOP2/Sun RNA methyltransferase family member 6	NOP2/Sun RNA methyltransferase family	best inferred	0.45	0.01
284649	SMG7-AS1	SMG7 antisense RNA 1		inferred	0.16	0.22
283316	CD163L1	CD163 molecule like 1	Scavenger receptors, Scavenger receptor cysteine rich domain containing	not inferred		
102725035	LOC102725035	leukocyte immunoglobulin-like receptor subfamily B member 3		not inferred		
102725034	LOC102725034	leukocyte immunoglobulin-like receptor subfamily B member 3		not inferred		
283310	OTOGL	otogelin like		not inferred		
344758	GPR149	G protein-coupled receptor 149	G protein-coupled receptors, Class A orphans	not inferred		
344752	AADACL2	arylacetamide deacetylase like 2	Arylacetamide deacetylase family	not inferred		
729747	ZNF878	zinc finger protein 878	Zinc fingers C2H2-type	not inferred		
728419	USP17L30	ubiquitin specific peptidase 17-like family member 30		not inferred		
100286963	DEFB109	defensin, beta 109		not inferred		
91074	ANKRD30A	ankyrin repeat domain 30A	Ankyrin repeat domain containing	not inferred		
257019	FRMD3	FERM domain containing 3	FERM domain containing	not inferred		
102725021	LOC102725021	uncharacterized LOC102725021		not inferred		
102725023	LOC102725023	killer cell immunoglobulin-like receptor 2DS3 allele 0020101		not inferred		
284630	LOC284630	uncharacterized LOC284630		not inferred		
343413	FCRL6	Fc receptor like 6	Immunoglobulin like domain containing	not inferred		
92399	MRRF	mitochondrial ribosome recycling factor		not inferred		
728400	USP17L28	ubiquitin specific peptidase 17-like family member 28		not inferred		
285941	C7orf71	chromosome 7 open reading frame 71		not inferred		
728405	USP17L29	ubiquitin specific peptidase 17-like family member 29		not inferred		
728403	TSPY8	testis specific protein, Y-linked 8		not inferred		
102725015	LOC102725015	leukocyte immunoglobulin-like receptor subfamily B member 3		not inferred		
343406	OR10R2	olfactory receptor family 10 subfamily R member 2	Olfactory receptors, family 10	not inferred		
643008	SMIM5	small integral membrane protein 5		not inferred		
105372022	LOC105372022	uncharacterized LOC105372022		not inferred		
103910	MYL12B	myosin light chain 12B	Myosin light chains, EF-hand domain containing	best inferred	0.80	0.00
100506658	OCLN	occludin	Protein phosphatase 1 regulatory subunits	not inferred		
81849	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Sialyltransferases	inferred	0.37	0.05
56890	MDM1	Mdm1 nuclear protein		best inferred	0.74	0.00
56891	LGALS14	galectin 14	Galectins	inferred	0.10	0.39
100506650	C17orf112	chromosome 17 open reading frame 112		not inferred		
81846	SBF2	SET binding factor 2	DENN/MADD domain containing, Pleckstrin homology domain containing, Myotubularins	not inferred		
81847	RNF146	ring finger protein 146	Ring finger proteins	best inferred	0.69	0.00
81848	SPRY4	sprouty RTK signaling antagonist 4		best inferred	0.84	0.00
56896	DPYSL5	dihydropyrimidinase like 5		not inferred		
56897	WRNIP1	Werner helicase interacting protein 1	AAA ATPases	inferred	-0.10	0.66
81853	TMEM14B	transmembrane protein 14B		best inferred	0.80	0.00
56898	BDH2	3-hydroxybutyrate dehydrogenase 2	Short chain dehydrogenase/reductase superfamily	best inferred	0.85	0.00
81854	ZNF205-AS1	ZNF205 antisense RNA 1		inferred	0.29	0.08
55561	CDC42BPG	CDC42 binding protein kinase gamma	Pleckstrin homology domain containing	not inferred		
56899	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	Ankyrin repeat domain containing, Sterile alpha motif domain containing	inferred	0.35	0.10
81855	SFXN3	sideroflexin 3	Sideroflexins	best inferred	0.72	0.00
55568	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10	Polypeptide N-acetylgalactosaminyltransferases	best inferred	0.61	0.00
56892	C8orf4	chromosome 8 open reading frame 4		best inferred	0.70	0.00
55567	DNAH3	dynein axonemal heavy chain 3	Dyneins, axonemal	inferred	0.16	0.20
56893	UBQLN4	ubiquilin 4	Ubiquilin family	inferred	0.10	0.25
121275	OR10AD1	olfactory receptor family 10 subfamily AD member 1	Olfactory receptors, family 10	not inferred		
56894	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	1-acylglycerol-3-phosphate O-acyltransferases	inferred	0.21	0.20
81850	KRTAP1-3	keratin associated protein 1-3	Keratin associated proteins	inferred	0.26	0.08
121278	TPH2	tryptophan hydroxylase 2		not inferred		
55565	ZNF821	zinc finger protein 821	Zinc fingers C2H2-type	best inferred	0.86	0.00
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	1-acylglycerol-3-phosphate O-acyltransferases	best inferred	0.83	0.00
81851	KRTAP1-1	keratin associated protein 1-1	Keratin associated proteins	inferred	0.22	0.14
81839	VANGL1	VANGL planar cell polarity protein 1		best inferred	0.81	0.00
121274	ZNF641	zinc finger protein 641	Zinc fingers C2H2-type	not inferred		
652764	HPX-2	homeobox HPX-2		not inferred		
121273	C12orf54	chromosome 12 open reading frame 54		not inferred		
55571	CNOT11	CCR4-NOT transcription complex subunit 11	CCR4-NOT transcription complex	not inferred		
145264	SERPINA12	serpin family A member 12	Serpin peptidase inhibitors	not inferred		
145258	GSC	goosecoid homeobox	PRD class homeoboxes and pseudogenes	not inferred		
121268	RHEBL1	Ras homolog enriched in brain like 1	RAS type GTPase family	not inferred		
55573	CDV3	CDV3 homolog		best inferred	0.80	0.00
55572	FOXRED1	FAD dependent oxidoreductase domain containing 1	Mitochondrial respiratory chain complex assembly factors	not inferred		
81844	TRIM56	tripartite motif containing 56	Ring finger proteins, Tripartite motif containing	not inferred		
55578	SUPT20H	SPT20 homolog, SAGA complex component	SAGA complex	best inferred	0.80	0.00
55577	NAGK	N-acetylglucosamine kinase		best inferred	0.76	0.00
55576	STAB2	stabilin 2	Scavenger receptors	inferred	0.24	0.18
375593	TRIM73	tripartite motif containing 73	Ring finger proteins, Tripartite motif containing	not inferred		
100037417	DDTL	D-dopachrome tautomerase-like		not inferred		
92521	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1		not inferred		
374286	CDRT1	CMT1A duplicated region transcript 1	WD repeat domain containing, F-box and WD repeat domain containing	inferred	0.28	0.08
121260	SLC15A4	solute carrier family 15 member 4	Solute carriers	not inferred		
145270	PRIMA1	proline rich membrane anchor 1		not inferred		
55582	KIF27	kinesin family member 27	Kinesins	not inferred		
55586	MIOX	myo-inositol oxygenase		not inferred		
55585	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	Ubiquitin conjugating enzymes E2	best inferred	0.47	0.00
81875	ISG20L2	interferon stimulated exonuclease gene 20 like 2	Exonucleases	best inferred	0.74	0.00
55584	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit	Cholinergic receptors nicotinic subunits	inferred	0.34	0.01
81876	RAB1B	RAB1B, member RAS oncogene family	RAB, member RAS oncogene GTPases	best inferred	0.60	0.00
81870	KRTAP9-9	keratin associated protein 9-9	Keratin associated proteins	inferred	0.20	0.19
55589	BMP2K	BMP2 inducible kinase		best inferred	0.65	0.00
81871	KRTAP4-6	keratin associated protein 4-6	Keratin associated proteins	not inferred		
55588	MED29	mediator complex subunit 29	Mediator complex	not inferred		
81872	KRTAP2-1	keratin associated protein 2-1	Keratin associated proteins	not inferred		
121256	TMEM132D	transmembrane protein 132D	Protein phosphatase 1 regulatory subunits	not inferred		
171558	PTCRA	pre T-cell antigen receptor alpha		inferred	0.27	0.12
81873	ARPC5L	actin related protein 2/3 complex subunit 5 like	Actin related protein 2/3 complex	best inferred	0.91	0.00
387597	ILDR2	immunoglobulin like domain containing receptor 2		not inferred		
374291	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	NADH:ubiquinone oxidoreductase core subunits	best inferred	0.81	0.00
160897	GPR180	G protein-coupled receptor 180		not inferred		
145282	MIPOL1	mirror-image polydactyly 1		not inferred		
55593	OTUD5	OTU deubiquitinase 5	OTU domain containing	not inferred		
81856	ZNF611	zinc finger protein 611	Zinc fingers C2H2-type	inferred	-0.14	0.78
205428	C3orf58	chromosome 3 open reading frame 58		not inferred		
55592	GOLGA2P5	golgin A2 pseudogene 5		best inferred	0.66	0.00
81857	MED25	mediator complex subunit 25	Mediator complex	best inferred	0.73	0.00
55591	VEZT	vezatin, adherens junctions transmembrane protein		inferred	0.35	0.04
81858	SHARPIN	SHANK associated RH domain interactor	Zinc fingers RANBP2-type, Linear ubiquitin chain assembly complex 	best inferred	0.74	0.00
55596	ZCCHC8	zinc finger CCHC-type containing 8	Zinc fingers CCHC-type, Nuclear exosome targeting complex	best inferred	0.75	0.00
79541	OR2A4	olfactory receptor family 2 subfamily A member 4	Olfactory receptors, family 2	not inferred		
79544	OR4K1	olfactory receptor family 4 subfamily K member 1	Olfactory receptors, family 4	not inferred		
55599	RNPC3	RNA binding region (RNP1, RRM) containing 3	RNA binding motif containing	not inferred		
171546	SPTSSA	serine palmitoyltransferase small subunit A		best inferred	0.74	0.00
79549	OR6J1	olfactory receptor family 6 subfamily J member 1 (gene/pseudogene)	Olfactory receptors, family 6	not inferred		
158586	ZXDB	zinc finger, X-linked, duplicated B	Zinc fingers C2H2-type	inferred	0.28	0.05
158584	FAAH2	fatty acid amide hydrolase 2		not inferred		
158521	FMR1NB	fragile X mental retardation 1 neighbor		not inferred		
134553	C5orf24	chromosome 5 open reading frame 24		not inferred		
135886	WBSCR28	Williams-Beuren syndrome chromosome region 28		not inferred		
147872	CCDC155	coiled-coil domain containing 155		not inferred		
79571	GCC1	GRIP and coiled-coil domain containing 1		best inferred	0.81	0.00
81889	FAHD1	fumarylacetoacetate hydrolase domain containing 1		not inferred		
79570	NKAIN1	Sodium/potassium transporting ATPase interacting 1	Na+/K+ transporting ATPase interacting	best inferred	0.63	0.00
146540	ZNF785	zinc finger protein 785	Zinc fingers C2H2-type	not inferred		
79573	TTC13	tetratricopeptide repeat domain 13	Tetratricopeptide repeat domain containing	best inferred	0.59	0.00
79572	ATP13A3	ATPase 13A3	ATPase orphan transporters	best inferred	0.83	0.00
79575	ABHD8	abhydrolase domain containing 8	Abhydrolase domain containing	best inferred	0.81	0.00
79574	EPS8L3	EPS8 like 3		inferred	0.25	0.05
